Geo_FILEID,state,Geo_LOGRECNO,state_fips,county_fips,tract,GEOID,tract_id,county,fips,total_pop,pop_sqmile,total_u5,total_u18,pct_u5,pct_u18,over_65,pct_over_65,med_age,med_age_m,med_age_f,total_wht,total_blk,total_asian,pct_wht,pct_blk,pct_asian,total_hispanic,pct_hispanic,no_hs,pct_no_hs,pct_unemploy,hh_single_parent,pct_hh_sf,med_hh_income,hh_ss,pct_hh_ss,med_year,med_home_value,med_gross_rent,X18_64_pov,pct_18_64_pov,X65_pov,pct_65_pov,blk_pov,pct_blk_pov,rental_units,no_car,pct_no_car,no_health_ins,pct_no_health_ins,no_internet,per_no_internet,no_computer,per_no_computer,mh,pct_mh,cost_burdened,pct_rent,count_property,count_floodfactor1,count_floodfactor2,count_floodfactor3,count_floodfactor4,count_floodfactor5,count_floodfactor6,count_floodfactor7,count_floodfactor8,count_floodfactor9,count_floodfactor10,min_risk,moderate_risk,major_risk,sev_risk,extreme_risk
ACSSF,nc,3727,37,25,40800,14000US37025040800,408,Cabarrus County,37025040800,4092,2759.145,340,1237,8.31,30.23,559,13.66,33.7,30.3,39.3,2334,1458,0,57.04,35.63,0,628,15.35,375,14.69,17.59,402,27.22,49023,430,29.11,1945,122200,904,362,15.77,9,1.61,0,0,673,44,2.98,337,8.24,197,13.34,158,10.7,69,3.66,26.01,45.57,2233,2032,0,9,32,26,53,28,29,22,2,0.909986565,0.018360949,0.035378415,0.025526198,0.010747873
ACSSF,nc,3728,37,25,40900,14000US37025040900,409,Cabarrus County,37025040900,1930,1638.855,44,366,2.28,18.96,480,24.87,41.7,39.2,42.9,1252,588,9,64.87,30.47,0.47,148,7.67,139,9.99,5.26,138,17.19,57813,355,44.21,1977,155300,905,73,6.73,43,8.96,43,7.31,340,20,2.49,132,6.84,103,12.83,104,12.95,4,0.41,26.77,42.34,959,848,0,10,26,8,27,19,9,12,0,0.884254432,0.037539103,0.03649635,0.02919708,0.012513034
ACSSF,nc,3729,37,25,41001,14000US37025041001,410.01,Cabarrus County,37025041001,3092,1591.154,116,847,3.75,27.39,457,14.78,40.5,44.3,40.5,2411,556,0,77.98,17.98,0,420,13.58,103,5.49,4.43,281,27.2,73196,313,30.3,1957,116900,991,49,2.74,39,8.53,0,0,309,80,7.74,294,9.51,146,14.13,85,8.23,36,2.81,42.07,29.91,1734,1589,0,5,18,8,39,29,13,26,7,0.916378316,0.013264129,0.02710496,0.024221453,0.019031142
ACSSF,nc,3730,37,25,41002,14000US37025041002,410.02,Cabarrus County,37025041002,3250,2522.257,230,1034,7.08,31.82,367,11.29,30.1,28.1,30.4,1995,1066,0,61.38,32.8,0,232,7.14,597,28.42,13.05,589,49.29,35434,249,20.84,1956,132500,720,283,15.31,41,12.06,359,34,775,339,28.37,298,9.25,252,21.09,149,12.47,82,6.4,44.26,64.85,1397,1279,0,5,11,11,32,22,18,16,3,0.915533286,0.011453114,0.030780243,0.028632785,0.013600573
ACSSF,nc,3731,37,25,41100,14000US37025041100,411,Cabarrus County,37025041100,6097,1572.993,498,1449,8.17,23.77,757,12.42,35.4,35.8,35.2,5131,775,5,84.16,12.71,0.08,578,9.48,577,12.9,4.69,395,15.88,67868,761,30.6,1991,202900,845,364,9.37,65,8.59,64,8.29,513,77,3.1,559,9.18,163,6.55,126,5.07,0,0,49.7,20.63,3108,2780,3,18,50,25,48,49,83,50,2,0.895431145,0.021879022,0.023487773,0.042471042,0.016731017
ACSSF,nc,3732,37,25,41201,14000US37025041201,412.01,Cabarrus County,37025041201,3853,394.2033,200,817,5.19,21.2,542,14.07,44.9,47.6,44,2446,1114,112,63.48,28.91,2.91,147,3.82,213,7.43,4.91,121,9.57,58906,548,43.35,1980,199300,784,269,10.79,21,3.87,461,41.38,305,17,1.34,397,10.3,52,4.11,52,4.11,83,5.85,61.96,24.13,1746,1646,0,10,23,7,14,9,11,22,3,0.942726231,0.018900344,0.012027491,0.011454754,0.014318442
ACSSF,nc,3733,37,25,41202,14000US37025041202,412.02,Cabarrus County,37025041202,5897,648.5858,163,1486,2.76,25.2,1198,20.32,41.2,40.6,41.7,3922,1752,112,66.51,29.71,1.9,107,1.81,181,4.41,2.9,328,16.55,85672,735,37.08,2011,341300,1390,138,4.3,17,1.42,169,9.65,854,52,2.62,298,5.05,118,5.95,91,4.59,113,4.62,42.51,43.09,2326,2109,3,15,28,17,27,26,49,47,5,0.907996561,0.018486672,0.018916595,0.032244196,0.022355976
ACSSF,nc,3734,37,25,41301,14000US37025041301,413.01,Cabarrus County,37025041301,7475,518.8459,557,1882,7.45,25.18,1100,14.72,38.7,37.1,39.2,5543,729,474,74.15,9.75,6.34,683,9.14,226,4.56,4.51,116,4.93,106799,640,27.2,2007,326800,1844,112,2.5,67,6.28,97,13.45,214,73,3.1,195,2.62,140,5.95,75,3.19,181,7.2,14.02,9.09,3193,2943,0,16,35,35,30,33,35,50,15,0.921703727,0.01597244,0.020357031,0.021296586,0.020357031
ACSSF,nc,3735,37,25,41304,14000US37025041304,413.04,Cabarrus County,37025041304,8471,3908.64,920,2881,10.86,34.01,368,4.34,30.9,29.4,32.4,4602,1794,1650,54.33,21.18,19.48,449,5.3,164,3.49,1.22,446,17.68,112486,385,15.26,2007,306500,1829,205,3.93,143,38.86,48,2.68,346,40,1.59,394,4.65,17,0.67,17,0.67,0,0,34.97,13.71,2990,2656,1,22,53,43,103,41,37,34,0,0.888628763,0.025083612,0.048829431,0.026086957,0.011371237
ACSSF,nc,3736,37,25,41305,14000US37025041305,413.05,Cabarrus County,37025041305,2633,452.8355,114,666,4.33,25.29,358,13.6,42.2,40.8,42.6,2111,174,237,80.17,6.61,9,138,5.24,57,3.11,1.89,187,22.92,101944,213,26.1,2002,345000,1275,36,2.24,0,0,0,0,75,5,0.61,116,4.41,24,2.94,24,2.94,29,3.3,20,9.19,1201,1114,0,5,6,8,12,14,21,19,2,0.927560366,0.009159034,0.016652789,0.029142381,0.017485429
ACSSF,nc,3737,37,25,41306,14000US37025041306,413.06,Cabarrus County,37025041306,4998,824.3354,524,1385,10.48,27.71,320,6.4,37.3,39.1,36.6,2403,962,1443,48.08,19.25,28.87,145,2.9,304,9.27,9.28,297,16.46,111959,239,13.25,2008,416400,1352,23,0.7,16,5,70,7.28,603,20,1.11,478,9.61,12,0.67,12,0.67,0,0,15.25,33.43,1941,1852,0,5,9,8,22,17,11,16,1,0.954147347,0.007212777,0.015455951,0.014425554,0.008758372
ACSSF,nc,3738,37,25,41307,14000US37025041307,413.07,Cabarrus County,37025041307,8183,4270.108,397,2906,4.85,35.51,314,3.84,35.9,35.6,36.5,5233,1360,1203,63.95,16.62,14.7,957,11.69,119,2.57,7.6,149,6.52,166782,212,9.28,NA,371700,1716,0,0,0,0,0,0,146,55,2.41,136,1.66,0,0,0,0,20,0.82,26.03,6.39,2383,2261,0,10,14,17,16,21,26,16,2,0.948804029,0.010071339,0.013848091,0.019723038,0.007553504
ACSSF,nc,3739,37,25,41503,14000US37025041503,415.03,Cabarrus County,37025041503,5650,681.9742,284,1722,5.03,30.48,471,8.34,37.2,35.7,39,3146,1639,361,55.68,29.01,6.39,416,7.36,117,3.16,2.4,106,6.25,105021,328,19.35,2009,305900,1601,102,2.95,7,1.49,0,0,86,22,1.3,253,4.49,42,2.48,32,1.89,18,0.96,53.49,5.07,2574,2387,2,26,31,17,20,18,35,31,7,0.928127428,0.022144522,0.014374514,0.020590521,0.014763015
ACSSF,nc,3740,37,25,41504,14000US37025041504,415.04,Cabarrus County,37025041504,4305,713.9821,178,1012,4.13,23.51,391,9.08,40.1,40.8,36.8,3159,209,298,73.38,4.85,6.92,481,11.17,49,1.72,2.76,89,6.56,123242,324,23.88,2000,290600,1874,48,1.65,0,0,0,0,136,18,1.33,200,4.65,0,0,0,0,0,0,0,10.02,1655,1508,0,14,39,21,22,13,19,13,6,0.911178248,0.032024169,0.025981873,0.019335347,0.011480363
ACSSF,nc,3741,37,25,41505,14000US37025041505,415.05,Cabarrus County,37025041505,8479,1823.076,686,3026,8.09,35.69,598,7.05,34.1,35.5,31,5361,1364,1329,63.23,16.09,15.67,1024,12.08,139,2.94,2.63,207,9.21,134809,307,13.66,2007,346300,1408,196,4.04,18,3.01,126,9.24,121,0,0,381,4.49,21,0.93,0,0,24,1.02,47.93,5.38,2918,2700,0,19,49,25,46,19,40,19,1,0.925291295,0.023303633,0.024331734,0.020219328,0.00685401
ACSSF,nc,3742,37,25,41506,14000US37025041506,415.06,Cabarrus County,37025041506,5148,853.1568,218,1153,4.23,22.4,851,16.53,38.9,38.1,42.5,3511,1373,31,68.2,26.67,0.6,187,3.63,66,1.8,3.24,216,12.72,113750,570,33.57,1998,357200,2007,175,5.57,39,4.58,66,4.81,92,47,2.77,173,3.36,0,0,0,0,0,0,0,5.42,2568,2280,1,18,33,26,56,41,52,50,11,0.888239875,0.019859813,0.031931464,0.036214953,0.023753894
ACSSF,nc,3743,37,25,41507,14000US37025041507,415.07,Cabarrus County,37025041507,3622,436.7037,233,1003,6.43,27.69,414,11.43,39,45.7,32.4,3261,18,318,90.03,0.5,8.78,100,2.76,215,9.2,4.57,86,7.46,107604,340,29.49,2001,303600,598,132,5.99,0,0,0,0,115,10,0.87,53,1.46,0,0,0,0,333,24.2,63.48,9.97,1728,1594,1,13,26,11,23,9,19,30,2,0.923032407,0.022569444,0.019675926,0.016203704,0.018518519
ACSSF,nc,3744,37,25,41602,14000US37025041602,416.02,Cabarrus County,37025041602,3843,172.4874,273,977,7.1,25.42,693,18.03,41.9,41.1,43.5,3015,48,326,78.45,1.25,8.48,609,15.85,406,15.41,11.04,175,12.92,57898,486,35.87,1992,193800,942,408,18.78,0,0,38,79.17,245,35,2.58,352,9.16,199,14.69,80,5.9,392,27.45,31.43,18.08,1784,1624,0,5,20,14,20,13,27,54,7,0.910313901,0.014013453,0.019058296,0.022421525,0.034192825
ACSSF,nc,3745,37,25,41603,14000US37025041603,416.03,Cabarrus County,37025041603,4501,194.8262,325,1041,7.22,23.13,453,10.06,35.4,33.9,36.6,3944,207,119,87.62,4.6,2.64,584,12.97,111,3.67,1.64,168,11.41,75139,294,19.96,1997,271800,907,313,10.41,0,0,0,0,246,59,4.01,423,9.4,19,1.29,32,2.17,291,18.56,27.64,16.7,2979,2663,0,24,67,33,70,29,38,45,10,0.893924136,0.030547163,0.034575361,0.022490769,0.018462571
ACSSF,nc,3746,37,25,41604,14000US37025041604,416.04,Cabarrus County,37025041604,3895,119.0167,59,851,1.51,21.85,589,15.12,42.3,39.8,46.5,3795,84,0,97.43,2.16,0,1,0.03,119,4.4,1.25,28,2.09,111419,439,32.71,1989,232600,NA,66,2.69,94,15.96,0,0,101,0,0,276,7.1,41,3.06,12,0.89,124,7.92,0,7.53,2520,2304,0,15,23,12,25,20,36,68,17,0.914285714,0.015079365,0.01468254,0.022222222,0.033730159
ACSSF,nc,3747,37,25,41701,14000US37025041701,417.01,Cabarrus County,37025041701,3879,137.5772,131,732,3.38,18.87,773,19.93,41,39.9,43.6,3240,455,93,83.53,11.73,2.4,142,3.66,354,12.72,3.31,221,16.23,67656,579,42.51,1982,216900,924,82,3.45,73,9.99,20,4.5,229,54,3.96,320,8.34,280,20.56,282,20.7,77,4.66,32.75,16.81,2409,2196,0,16,19,16,21,9,56,67,9,0.911581569,0.01452885,0.01535907,0.02698215,0.03154836
ACSSF,nc,3748,37,25,41702,14000US37025041702,417.02,Cabarrus County,37025041702,3641,91.4347,141,843,3.87,23.15,364,10,34.1,29.5,43,3380,42,133,92.83,1.15,3.65,275,7.55,182,8.01,8.57,154,14.72,70161,314,30.02,1983,207700,974,338,13.89,32,8.79,4,9.52,256,19,1.82,505,13.87,88,8.41,62,5.93,193,14.76,31.64,24.47,2208,2035,0,10,16,6,13,14,31,67,16,0.921648551,0.011775362,0.008605072,0.020380435,0.03759058
ACSSF,nc,3749,37,25,41901,14000US37025041901,419.01,Cabarrus County,37025041901,2863,1843.669,156,980,5.45,34.23,290,10.13,33.7,29,37.7,1230,780,0,42.96,27.24,0,963,33.64,560,32.88,9.88,311,41.41,35156,209,27.83,1977,88300,926,529,33.21,88,30.34,207,26.54,261,41,5.46,394,13.76,158,21.04,110,14.65,92,10.24,22.22,34.75,963,899,3,3,12,6,9,9,8,6,8,0.936656282,0.015576324,0.015576324,0.017653167,0.014537902
ACSSF,nc,3750,37,25,41902,14000US37025041902,419.02,Cabarrus County,37025041902,3423,3045.373,275,762,8.03,22.26,528,15.43,38,33.9,39.6,1819,929,7,53.14,27.14,0.2,955,27.9,398,16.56,6.14,238,16.55,46181,443,30.81,1941,122300,914,488,23.06,93,19.7,59,6.63,892,166,11.54,733,21.91,286,19.89,158,10.99,0,0,33.64,62.03,1940,1830,0,10,25,10,11,16,23,15,0,0.943298969,0.018041237,0.010824742,0.020103093,0.007731959
ACSSF,nc,3751,37,25,42000,14000US37025042000,420,Cabarrus County,37025042000,6301,972.8546,280,1622,4.44,25.74,694,11.01,38.1,37.6,38.3,3715,838,133,58.96,13.3,2.11,1531,24.3,886,21.71,5.07,369,19.01,58971,546,28.13,1977,165100,955,469,11.98,102,14.7,284,37.22,546,38,1.96,1128,18.18,199,10.25,80,4.12,87,3.83,37.55,28.13,2456,2186,0,26,25,22,45,33,62,50,7,0.890065147,0.020765472,0.02728013,0.038680782,0.023208469
ACSSF,nc,3752,37,25,42101,14000US37025042101,421.01,Cabarrus County,37025042101,3759,2654.086,412,1001,10.96,26.63,359,9.55,30.9,28.5,41,745,1842,0,19.82,49,0,1473,39.19,708,27.97,5.61,422,30.83,40917,258,18.85,1958,130700,950,268,11.18,39,10.86,383,21.48,719,106,7.74,1025,27.3,674,49.23,200,14.61,45,2.46,57.44,52.52,1639,1341,1,18,36,46,29,51,70,42,5,0.818791946,0.032946919,0.04575961,0.073825503,0.028676022
ACSSF,nc,3753,37,25,42102,14000US37025042102,421.02,Cabarrus County,37025042102,4103,2790.371,349,1089,8.51,26.54,687,16.74,38.9,43.2,34.9,3382,642,0,82.43,15.65,0,520,12.67,510,18.83,4.22,309,20.56,55223,477,31.74,1994,156400,1281,258,11.09,117,17.03,352,54.83,322,69,4.59,442,10.77,188,12.51,196,13.04,51,2.93,55.59,21.42,1439,1297,0,8,41,23,9,15,26,18,2,0.901320361,0.034051425,0.022237665,0.028492008,0.013898541
ACSSF,nc,3754,37,25,42201,14000US37025042201,422.01,Cabarrus County,37025042201,3014,1358.378,325,849,10.78,28.17,346,11.48,29.7,27.6,37.9,2006,939,0,66.56,31.15,0,69,2.29,54,2.71,12.48,181,16.05,58871,285,25.27,1980,169200,1233,251,13.8,17,4.91,395,42.07,492,120,10.64,279,9.54,99,8.78,117,10.37,216,16.97,65.25,43.62,971,863,1,7,5,12,14,21,28,18,2,0.889804325,0.012358393,0.026776519,0.05046344,0.020597322
ACSSF,nc,3755,37,25,42202,14000US37025042202,422.02,Cabarrus County,37025042202,4385,1458.169,323,851,7.37,19.41,772,17.61,39.8,40.1,39.4,3423,740,0,78.06,16.88,0,157,3.58,425,12.97,4.42,305,19.48,84535,489,31.23,1973,247400,798,130,5.45,2,0.26,31,5.32,224,14,0.89,319,8.02,29,1.85,0,0,49,2.88,31.7,14.3,1904,1705,1,11,25,23,28,27,30,49,5,0.896008403,0.018907563,0.026785714,0.029936975,0.028361345
ACSSF,nc,3756,37,25,42300,14000US37025042300,423,Cabarrus County,37025042300,4170,1979.757,106,596,2.54,14.29,982,23.55,48.2,45.8,49.9,2734,1165,0,65.56,27.94,0,545,13.07,423,13.14,2.41,346,18.25,50417,831,43.83,1967,140900,1028,339,13.21,79,8.64,206,18.17,906,192,10.13,604,14.81,223,11.76,246,12.97,11,0.45,35.21,47.78,2017,1786,0,10,50,36,37,40,34,21,3,0.885473475,0.029747149,0.036192365,0.036688151,0.01189886
ACSSF,nc,3757,37,25,42401,14000US37025042401,424.01,Cabarrus County,37025042401,4332,998.9095,514,897,11.87,20.71,757,17.47,45.4,41.5,45.8,3698,357,0,85.36,8.24,0,232,5.36,133,4.34,3.55,119,7.94,105417,505,33.69,1973,202800,880,254,9.53,73,10.61,0,0,313,56,3.74,512,12.1,117,7.81,42,2.8,0,0,42.17,20.88,1746,1611,0,2,11,20,27,31,18,22,4,0.922680412,0.00744559,0.026918671,0.028064147,0.01489118
ACSSF,nc,3758,37,25,42402,14000US37025042402,424.02,Cabarrus County,37025042402,6403,3144.707,392,1899,6.12,29.66,481,7.51,28.6,21.8,34.8,2535,2177,4,39.59,34,0.06,2123,33.16,549,16.27,7.01,801,36.84,40843,486,22.36,1989,180400,838,572,14.22,10,2.86,753,35.09,1501,289,13.29,891,14.22,165,7.59,107,4.92,122,4.42,46.56,69.04,1362,1236,1,8,15,15,35,34,12,5,1,0.908223201,0.016886931,0.03671072,0.033773862,0.004405286
ACSSF,nc,3759,37,25,42501,14000US37025042501,425.01,Cabarrus County,37025042501,4711,1108.231,181,1034,3.84,21.95,560,11.89,39,36.5,40.7,3544,486,330,75.23,10.32,7,376,7.98,375,11.04,3.77,187,11.51,93224,456,28.06,1995,241700,1464,174,5.58,41,7.32,86,17.73,295,13,0.8,331,7.07,80,4.92,55,3.38,184,9.82,48.82,18.15,2694,2451,5,18,36,19,44,37,38,40,6,0.911655531,0.020044543,0.023385301,0.027839644,0.017074981
ACSSF,nc,3760,37,25,42502,14000US37025042502,425.02,Cabarrus County,37025042502,2444,1841.432,181,378,7.41,15.47,459,18.78,38.9,33.7,43.6,1682,501,5,68.82,20.5,0.2,287,11.74,222,12.57,3.88,103,10.96,77500,235,25,1993,161400,1083,126,7.87,34,8.4,89,18.09,366,62,6.6,205,8.6,101,10.74,68,7.23,0,0,41.81,38.94,800,746,0,1,7,3,11,9,11,10,2,0.9325,0.01,0.0175,0.025,0.015
ACSSF,nc,3761,37,25,42503,14000US37025042503,425.03,Cabarrus County,37025042503,5327,2448.766,253,1206,4.75,22.64,1141,21.42,39.7,37.2,43.5,4153,432,398,77.96,8.11,7.47,211,3.96,249,6.39,2.03,268,12.93,79598,712,34.35,2005,304000,1602,188,6.31,35,3.07,51,11.81,564,43,2.07,383,7.19,35,1.69,35,1.69,30,1.22,54.97,27.21,1638,1517,0,12,16,7,15,16,33,21,1,0.926129426,0.017094017,0.013431013,0.02991453,0.013431013
ACSSF,nc,3762,37,25,42504,14000US37025042504,425.04,Cabarrus County,37025042504,1634,637.5833,44,319,2.69,19.52,201,12.3,43.5,43.8,42.6,1117,287,13,68.36,17.56,0.8,155,9.49,53,4.33,4.18,11,2.04,119500,143,26.48,1993,325300,634,18,1.62,0,0,0,0,91,6,1.11,137,8.38,0,0,0,0,89,15.51,6.59,16.85,604,579,0,3,6,1,6,5,3,1,0,0.958609272,0.014900662,0.011589404,0.013245033,0.001655629
ACSSF,nc,3763,37,25,42601,14000US37025042601,426.01,Cabarrus County,37025042601,6528,1946.858,185,1683,2.83,25.78,1130,17.31,42.4,40.5,45.5,5564,760,8,85.23,11.64,0.12,693,10.62,141,3.26,5.38,227,10.46,110429,751,34.61,1995,289900,1833,77,2.07,71,6.47,20,2.63,352,91,4.19,421,6.48,108,4.98,54,2.49,0,0,83.81,16.22,1985,1785,2,21,39,28,34,14,41,20,1,0.900251889,0.0302267,0.031234257,0.027707809,0.010579345
ACSSF,nc,3764,37,25,42602,14000US37025042602,426.02,Cabarrus County,37025042602,4211,823.9598,217,1164,5.15,27.64,263,6.25,34.7,35.4,34.4,2651,1058,168,62.95,25.12,3.99,970,23.03,108,3.95,2.26,208,13.74,78033,222,14.66,2002,207900,1573,43,1.54,9,3.42,0,0,474,0,0,297,7.05,115,7.6,105,6.94,288,16.16,44.09,31.31,1366,1247,1,8,16,12,25,16,12,25,4,0.913616398,0.017569546,0.027086384,0.020497804,0.021229868
ACSSF,nc,3765,37,25,42603,14000US37025042603,426.03,Cabarrus County,37025042603,9542,1108.867,372,1960,3.9,20.54,1250,13.1,37.7,37.8,37,6439,2353,421,67.48,24.66,4.41,679,7.12,464,7.03,1.66,593,17.16,83930,898,25.99,2001,245800,1304,238,3.76,148,11.84,89,3.78,1009,31,0.9,812,8.51,205,5.93,38,1.1,57,1.55,40.73,29.2,3358,3051,4,40,56,35,29,33,83,24,3,0.909767719,0.028588446,0.019058964,0.034544372,0.0080405
ACSSF,nc,3766,37,25,42604,14000US37025042604,426.04,Cabarrus County,37025042604,5041,1382.576,177,1276,3.51,25.31,667,13.23,41.2,39.7,41.6,3812,731,52,75.62,14.5,1.03,229,4.54,273,8.41,5.89,271,17.82,90162,422,27.74,2002,227600,1845,178,5.75,57,9.45,12,1.65,284,8,0.53,487,9.79,129,8.48,69,4.54,42,2.52,36.62,18.67,2448,2266,2,15,30,21,30,22,17,39,6,0.926470588,0.018382353,0.020833333,0.015931373,0.018382353
ACSSF,nc,3767,37,27,30100,14000US37027030100,301,Caldwell County,37027030100,5460,1730.869,529,1399,9.69,25.62,1019,18.66,38.3,30.8,45.6,2542,1328,0,46.56,24.32,0,1557,28.52,620,17.78,7.5,577,25.68,28809,1014,45.13,1953,84400,654,525,17.28,70,6.88,660,49.77,1067,493,21.94,1595,29.27,657,29.24,666,29.64,57,2.19,53.33,47.49,3185,2671,1,24,44,58,48,59,101,149,29,0.838932496,0.021350078,0.033281005,0.050235479,0.05588697
ACSSF,nc,3768,37,27,30200,14000US37027030200,302,Caldwell County,37027030200,5093,287.2771,148,874,2.91,17.16,1202,23.6,46.4,48.5,43.5,4618,174,0,90.67,3.42,0,357,7.01,1098,29.73,5.04,499,24.05,36696,987,47.57,1977,81900,724,421,13.95,301,26.88,53,35.57,604,88,4.24,499,10.02,403,19.42,434,20.92,906,38.07,52.65,29.11,3333,2596,0,21,45,63,73,77,87,205,166,0.778877888,0.01980198,0.04080408,0.04920492,0.111311131
ACSSF,nc,3769,37,27,30300,14000US37027030300,303,Caldwell County,37027030300,3926,432.6055,154,728,3.92,18.54,927,23.61,47.1,42.6,49.8,3210,345,7,81.76,8.79,0.18,231,5.88,522,17.89,15.2,253,16.4,38354,714,46.27,1968,102300,731,483,23.1,23,2.56,31,11.31,309,41,2.66,536,14.42,282,18.28,194,12.57,299,15.12,38.84,20.03,2347,2061,0,9,22,28,46,30,44,85,22,0.878142309,0.013208351,0.031529612,0.031529612,0.045590115
ACSSF,nc,3770,37,27,30400,14000US37027030400,304,Caldwell County,37027030400,3880,799.7997,252,778,6.49,20.05,638,16.44,39.8,39.3,40.4,3154,403,0,81.29,10.39,0,299,7.71,584,21.28,4.85,192,12.29,31933,572,36.62,1972,97400,610,357,16.11,156,25.28,128,38.44,661,98,6.27,491,13.6,294,18.82,293,18.76,118,6.47,52.19,42.32,2172,1906,0,16,43,27,41,53,42,36,8,0.877532228,0.027163904,0.031307551,0.04373849,0.020257827
ACSSF,nc,3771,37,27,30500,14000US37027030500,305,Caldwell County,37027030500,5453,726.3625,206,915,3.78,16.78,1364,25.01,49,40.9,56,4641,240,116,85.11,4.4,2.13,296,5.43,671,16,8.9,374,17.75,73108,1126,53.44,1983,191200,507,269,8.58,190,14.53,3,1.52,593,28,1.33,238,4.44,409,19.41,338,16.04,0,0,11.47,28.14,2793,2385,2,16,50,33,67,48,65,100,27,0.854636591,0.023630505,0.035803795,0.040458289,0.04547082
ACSSF,nc,3772,37,27,30600,14000US37027030600,306,Caldwell County,37027030600,4351,720.5933,192,847,4.41,19.47,709,16.3,44.9,43.9,45.3,4014,84,13,92.25,1.93,0.3,247,5.68,579,19.02,3.71,335,18.94,56940,616,34.82,1985,163500,678,225,8.05,99,13.96,0,0,346,35,1.98,362,8.32,248,14.02,159,8.99,102,5.48,29.48,19.56,2361,2118,1,8,30,15,40,20,49,62,18,0.897501059,0.016094875,0.023295214,0.029224905,0.033883947
ACSSF,nc,3773,37,27,30700,14000US37027030700,307,Caldwell County,37027030700,6805,683.7364,242,1223,3.56,17.97,1286,18.9,44.5,41.9,49.1,6423,46,87,94.39,0.68,1.28,285,4.19,1044,20.32,6.06,647,25.54,51957,1083,42.76,1978,125700,612,639,14.87,117,9.1,0,0,630,125,4.93,1152,16.93,426,16.82,361,14.25,665,22.09,22.69,24.87,3367,3069,0,17,30,22,43,54,49,70,13,0.911493911,0.013959014,0.019305019,0.030591031,0.024651025
ACSSF,nc,3774,37,27,30801,14000US37027030801,308.01,Caldwell County,37027030801,2843,299.6241,227,494,7.98,17.38,809,28.46,53.8,53.4,56,2693,65,0,94.72,2.29,0,28,0.98,330,14.65,6.63,118,9.85,42009,686,57.26,1982,140300,1074,310,20.13,78,9.64,2,3.08,200,22,1.84,139,4.89,96,8.01,73,6.09,210,14.2,62,16.69,2245,1989,0,17,27,32,36,23,44,61,16,0.88596882,0.019599109,0.030289532,0.029844098,0.034298441
ACSSF,nc,3775,37,27,30802,14000US37027030802,308.02,Caldwell County,37027030802,3753,389.1922,215,833,5.73,22.2,620,16.52,41.2,45.4,39.2,3477,37,37,92.65,0.99,0.99,0,0,682,25.14,5.52,302,20.64,36593,593,40.53,1988,95200,685,333,14.48,45,7.26,22,59.46,330,141,9.64,368,9.81,198,13.53,198,13.53,577,35.71,37.88,22.56,2150,1943,5,11,36,25,37,13,20,46,14,0.906046512,0.021860465,0.028837209,0.015348837,0.027906977
ACSSF,nc,3776,37,27,30900,14000US37027030900,309,Caldwell County,37027030900,5044,52.00107,250,1162,4.96,23.04,883,17.51,42.2,43.9,38.8,4942,35,0,97.98,0.69,0,8,0.16,586,17.48,4.23,290,15.79,57917,728,39.63,1988,123700,731,298,9.94,22,2.49,0,0,249,37,2.01,526,10.43,436,23.73,346,18.84,625,27.19,16.47,13.55,4455,3303,0,15,38,40,76,67,129,371,416,0.741414141,0.011896745,0.026038159,0.043995511,0.176655443
ACSSF,nc,3777,37,27,31000,14000US37027031000,310,Caldwell County,37027031000,2969,23.98018,137,403,4.61,13.57,752,25.33,49.7,49.3,51.8,2835,0,0,95.49,0,0,36,1.21,402,16.82,8.06,164,13.95,48810,659,56.04,1978,121800,735,105,5.79,58,7.71,0,NA,251,34,2.89,348,11.72,242,20.58,158,13.44,377,20.2,21.11,21.34,4073,3035,1,13,29,42,53,53,101,296,450,0.745396514,0.010311809,0.023324331,0.037809968,0.183157378
ACSSF,nc,3778,37,27,31100,14000US37027031100,311,Caldwell County,37027031100,4323,80.18619,157,866,3.63,20.03,886,20.5,48.3,53.2,42.8,3973,183,9,91.9,4.23,0.21,69,1.6,612,19.04,1.67,337,19.91,51174,690,40.76,1983,151200,715,298,11.59,91,10.27,0,0,483,61,3.6,389,9,369,21.8,293,17.31,540,26.54,26.5,28.53,3395,2665,0,8,36,38,42,56,88,270,192,0.784977909,0.012960236,0.023564065,0.042415317,0.136082474
ACSSF,nc,3779,37,27,31201,14000US37027031201,312.01,Caldwell County,37027031201,3938,67.61411,145,542,3.68,13.76,908,23.06,49,47.9,52.2,3565,48,0,90.53,1.22,0,265,6.73,694,22.75,4.76,272,16.57,45000,714,43.48,1985,165900,686,239,9.61,32,3.52,0,0,354,59,3.59,460,11.68,272,16.57,208,12.67,520,26.74,16.38,21.56,3246,2795,0,6,27,20,37,24,52,171,114,0.861059766,0.010166359,0.017560074,0.023413432,0.08780037
ACSSF,nc,3780,37,27,31202,14000US37027031202,312.02,Caldwell County,37027031202,5154,251.286,298,1091,5.78,21.17,762,14.78,40.1,37.6,46.2,4829,0,0,93.69,0,0,262,5.08,613,17.55,4.53,525,27.44,50156,720,37.64,1982,116800,649,466,14.12,111,14.57,0,NA,527,46,2.4,469,9.1,230,12.02,187,9.78,648,31.67,35.68,27.55,2555,2306,0,6,24,20,20,17,21,79,62,0.902544031,0.011741683,0.015655577,0.014872798,0.05518591
